HFS_DDW
150	25	5
0	37	1	96	2	46	3	98	4	87	
0	86	1	9	2	72	3	25	4	3	
0	29	1	59	2	49	3	86	4	73	
0	73	1	87	2	92	3	29	4	64	
0	69	1	23	2	14	3	35	4	7	
0	77	1	95	2	94	3	4	4	57	
0	38	1	60	2	89	3	2	4	64	
0	5	1	16	2	62	3	1	4	49	
0	34	1	31	2	35	3	82	4	91	
0	39	1	54	2	42	3	36	4	61	
0	9	1	7	2	24	3	31	4	60	
0	14	1	83	2	12	3	92	4	10	
0	91	1	15	2	68	3	67	4	64	
0	69	1	70	2	47	3	23	4	69	
0	58	1	25	2	92	3	80	4	31	
0	38	1	87	2	31	3	44	4	68	
0	23	1	54	2	58	3	43	4	49	
0	32	1	36	2	59	3	41	4	50	
0	22	1	4	2	70	3	90	4	58	
0	19	1	62	2	68	3	19	4	22	
0	69	1	7	2	19	3	66	4	4	
0	83	1	15	2	44	3	99	4	22	
0	26	1	52	2	68	3	24	4	86	
0	38	1	57	2	26	3	18	4	33	
0	33	1	11	2	6	3	73	4	48	
0	54	1	55	2	2	3	22	4	13	
0	76	1	20	2	13	3	22	4	98	
0	16	1	35	2	92	3	40	4	65	
0	17	1	92	2	59	3	19	4	24	
0	69	1	36	2	46	3	4	4	21	
0	61	1	37	2	50	3	85	4	89	
0	58	1	2	2	46	3	19	4	49	
0	29	1	13	2	22	3	87	4	46	
0	7	1	39	2	46	3	26	4	71	
0	3	1	65	2	86	3	52	4	16	
0	40	1	52	2	86	3	49	4	78	
0	18	1	9	2	97	3	2	4	51	
0	39	1	69	2	27	3	32	4	41	
0	15	1	89	2	73	3	90	4	37	
0	5	1	71	2	71	3	73	4	17	
0	31	1	89	2	21	3	33	4	19	
0	96	1	51	2	97	3	70	4	49	
0	7	1	15	2	96	3	40	4	31	
0	20	1	15	2	20	3	37	4	7	
0	38	1	12	2	14	3	84	4	56	
0	13	1	91	2	95	3	16	4	12	
0	69	1	80	2	14	3	33	4	48	
0	29	1	88	2	65	3	83	4	54	
0	88	1	71	2	57	3	83	4	34	
0	1	1	93	2	34	3	59	4	17	
0	89	1	52	2	35	3	66	4	79	
0	19	1	75	2	36	3	77	4	6	
0	6	1	55	2	82	3	58	4	80	
0	26	1	1	2	63	3	92	4	3	
0	32	1	50	2	37	3	83	4	18	
0	67	1	54	2	31	3	51	4	55	
0	19	1	57	2	36	3	99	4	22	
0	17	1	46	2	47	3	54	4	29	
0	53	1	53	2	87	3	77	4	48	
0	34	1	89	2	98	3	3	4	9	
0	1	1	31	2	42	3	56	4	84	
0	39	1	16	2	52	3	48	4	12	
0	64	1	45	2	85	3	23	4	87	
0	48	1	19	2	82	3	37	4	63	
0	80	1	53	2	10	3	63	4	50	
0	79	1	63	2	59	3	35	4	84	
0	77	1	56	2	28	3	42	4	54	
0	88	1	16	2	80	3	15	4	82	
0	2	1	94	2	99	3	42	4	64	
0	9	1	67	2	65	3	90	4	1	
0	15	1	7	2	62	3	40	4	28	
0	47	1	21	2	78	3	7	4	6	
0	76	1	56	2	17	3	64	4	35	
0	9	1	17	2	43	3	68	4	98	
0	33	1	39	2	68	3	54	4	61	
0	86	1	54	2	68	3	99	4	41	
0	12	1	97	2	68	3	34	4	69	
0	71	1	93	2	88	3	15	4	7	
0	68	1	38	2	73	3	10	4	6	
0	46	1	77	2	36	3	8	4	56	
0	91	1	25	2	97	3	92	4	68	
0	76	1	39	2	9	3	79	4	41	
0	93	1	53	2	79	3	65	4	94	
0	79	1	87	2	82	3	94	4	64	
0	15	1	29	2	28	3	61	4	31	
0	94	1	65	2	59	3	48	4	16	
0	10	1	19	2	61	3	44	4	50	
0	86	1	1	2	76	3	66	4	93	
0	32	1	85	2	9	3	73	4	14	
0	15	1	59	2	8	3	15	4	27	
0	58	1	94	2	42	3	43	4	41	
0	63	1	96	2	36	3	61	4	73	
0	11	1	80	2	60	3	63	4	32	
0	75	1	92	2	36	3	16	4	8	
0	78	1	11	2	17	3	1	4	32	
